id,title,genres,vote_average,release_date,tags,overview
10501,The Road to El Dorado,Adventure Animation Comedy Family,7.0,2000-03-31,"after a failed swindle, two con-men end up with a map to el dorado, the fabled ""city of gold,"" and an unintended trip to the new world.  much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  the only question is, do they take the worshipful natives for all they're worth, or is there a bit more to el dorado than riches? adventure animation comedy family gold horse sword fight they came for the gold... they stayed for the adventure.","After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?"
57800,Ice Age: Continental Drift,Animation Comedy Adventure Family,6.2,2012-06-26,"manny, diego, and sid embark upon another adventure after their continent is set adrift. using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world. animation comedy adventure family blue footed booby prehistoric times melting ice badger elephant seal floating ice land bridge era glaciale deriva manny, diego, and sid embark upon another adventure after their continent is set adrift.","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world."
150689,Cinderella,Romance Fantasy Family Drama,6.7,2015-03-12,"when her father unexpectedly passes away, young ella finds herself at the mercy of her cruel stepmother and her daughters. never one to give up hope, ella's fortunes begin to change after meeting a dashing stranger in the woods. romance fantasy family drama cinderella magic prince fairy tale kingdom royalty orphan lost shoe evil stepmother retelling midnight is just the beginning.","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods."
7980,The Lovely Bones,Fantasy Drama,6.6,2009-12-26,"after being brutally murdered, 14-year-old susie salmon watches from heaven over her grief-stricken family -- and her killer. as she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal. fantasy drama rape 1970s evidence tree afterlife loss of daughter serial killer corpse pedophile teenage love grieving childhood sexual abuse based on young adult novel the story of a life and everything that came after...","After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal."
12,Finding Nemo,Animation Family,7.6,2003-05-30,"nemo, an adventurous young clownfish, is unexpectedly taken from his great barrier reef home to a dentist's office aquarium. it's up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way. animation family father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father there are 3.7 trillion fish in the ocean, they're looking for one.","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
122,The Lord of the Rings: The Return of the King,Adventure Fantasy Action,8.1,2003-12-01,"aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord's realm. adventure fantasy action elves orcs middle-earth (tolkien) based on novel suspicion bravery war honor troll brutality violence ghost end of trilogy quest sword and sorcery the eye of the enemy is moving.","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm."
121,The Lord of the Rings: The Two Towers,Adventure Fantasy Action,8.0,2002-12-18,"frodo and sam are trekking to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin. all along, nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard. adventure fantasy action elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery a new power is rising.","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
68737,Seventh Son,Adventure Fantasy,5.2,2014-12-12,"john gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. however john is not young anymore, and has been seeking an apprentice to carry on his trade. most have failed to survive. the last hope is a young farmer's son named thomas ward. will he survive the training to become the spook that so many others couldn't? adventure fantasy magic chosen one dark fantasy witch hunter evil witch based on young adult novel sword and sorcery when darkness falls, the son will rise. when the son falls, the dark knight will rise.","John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?"
1995,Lara Croft: Tomb Raider,Adventure Fantasy Action Thriller,5.7,2001-06-11,"english aristocrat lara croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. the shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil powell, who's in search of a powerful relic. adventure fantasy action thriller treasure buddhist monk planetary configuration angkor wat illuminati william blake treasure hunt archaeologist based on video game archeology  born into wealth. groomed by the elite. trained for combat.","English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic."
157353,Transcendence,Thriller Science Fiction Drama Mystery,5.9,2014-04-16,"two leading computer scientists work toward their goal of technological singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain. thriller science fiction drama mystery artificial intelligence technology nanotechnology computer virus super computer resurrection love mind control terrorism scientist extremist moral dilemma computer scientist mind transfer quantum computer mind uploading yesterday, dr. will caster was only human...","Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain."
331,Jurassic Park III,Adventure Action Thriller Science Fiction,5.7,2001-07-18,"in need of funds for research, dr. alan grant accepts a large sum of money to accompany paul and amanda kirby on an aerial tour of the infamous isla sorna. it isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them. adventure action thriller science fiction exotic island dna paleontology tyrannosaurus rex velociraptor spinosaurus airplane rescue mission dinosaur jurassic park this time, it's not just a walk in the park!","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them."
61791,Rise of the Planet of the Apes,Thriller Action Drama Science Fiction,7.0,2011-08-03,"scientist will rodman is determined to find a cure for alzheimer's, the disease which has slowly consumed his father. will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially caesar, his pet chimpanzee. thriller action drama science fiction intelligence zoo cage dystopia golden gate bridge ape monkey medical research alzheimer's disease evolution becomes revolution.","Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee."
8204,The Spiderwick Chronicles,Adventure Family Fantasy,6.3,2008-02-14,"upon moving into the run-down spiderwick estate with their mother, twin brothers jared and simon grace, along with their sister mallory, find themselves pulled into an alternate world full of faeries and other creatures. adventure family fantasy brother sister relationship family relationships single mother alternate reality mother child relationship hidden truth goblin magical creature fairies their world is closer than you think.","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures."
47964,A Good Day to Die Hard,Action Thriller,5.2,2013-02-06,"iconoclastic, take-no-prisoners cop john mcclane, finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack - unaware that jack is really a highly-trained cia operative out to stop a nuclear weapons heist. with the russian underworld in pursuit, and battling a countdown to war, the two mcclanes discover that their opposing methods make them unstoppable heroes. action thriller bomb cia russia escape courthouse rogue moscow yippee ki-yay mother russia","Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes."
10733,The Alamo,Western History War,5.8,2004-04-07,"based on the 1836 standoff between a group of texan and tejano men, led by davy crockett and jim bowie, and mexican dictator santa anna's forces at the alamo in san antonio, texas. western history war texas officer uprising alamo mexican you will never forget","Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas."
9806,The Incredibles,Action Adventure Animation Family,7.4,2004-11-05,"bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. but when he receives a mysterious assignment, it's time to get back into costume. action adventure animation family secret identity secret hero island wretch supernatural powers weapon lawsuit superhero no gut, no glory","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume."
1408,Cutthroat Island,Action Adventure,5.7,1995-12-22,"morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids. action adventure exotic island treasure map ship scalp pirate the course has been set. there is no turning back. prepare your weapons. summon your courage. discover the adventure of a lifetime!","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
32657,Percy Jackson & the Olympians: The Lightning Thief,Adventure Fantasy Family,6.0,2010-02-01,"accident prone teenager, percy discovers he's actually a demi-god, the son of poseidon, and he is needed when zeus' lightning is stolen. percy must master his new found skills in order to prevent a war between the gods that could devastate the entire world. adventure fantasy family monster greek mythology god poseidon   lightning bolt based on young adult novel worlds collide","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world."
607,Men in Black,Action Adventure Comedy Science Fiction,6.9,1997-07-02,"men in black follows the exploits of agents kay and jay, members of a top-secret organization established to monitor and police alien activity on earth. the two men in black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on earth to assassinate two ambassadors from opposing galaxies. in order to prevent worlds from colliding, the mib must track down the terrorist and prevent the destruction of earth. it's just another typical day for the men in black. action adventure comedy science fiction secret identity sun glasses undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit alien fictional government agency protecting the earth from the scum of the universe.","Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black."
863,Toy Story 2,Animation Comedy Family,7.3,1999-10-30,"andy heads off to cowboy camp, leaving his toys to their own devices. things shift into high gear when an obsessive toy collector named al mcwhiggen, owner of al's toy barn kidnaps woody. andy's toys mount a daring rescue mission, buzz lightyear meets his match and woody has to decide where he and his heart truly belong. animation comedy family museum prosecution identity crisis airplane flea market collector teamwork friendship rescue team garage sale duringcreditsstinger toy comes to life personification inanimate objects coming to life the toys are back!","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
44048,Unstoppable,Action Thriller,6.3,2010-11-04,"a runaway train, transporting deadly, toxic chemicals, is barreling down on stanton, pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster. action thriller runaway train 1,000,000 tons. 100,000 lives. 100 minutes.","A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster."
5175,Rush Hour 2,Action Comedy Crime Thriller,6.4,2001-08-03,"it's vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement. while carter wants to party and meet the ladies, lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy. things get complicated as the pair stumble onto a counterfeiting plot. the boys are soon up to their necks in fist fights and life-threatening situations. a trip back to the u.s. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent isabella. action comedy crime thriller duringcreditsstinger get ready for a second rush!","It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella."
2655,What Lies Beneath,Drama Horror Mystery Thriller,6.3,2000-07-21,"when claire spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. all the while, her husband tries to reassure her by telling her it's all in her head. but as claire investigates, she discovers that the man she loves might know more than he's letting on. drama horror mystery thriller secret haunted house ouija board haunting missing girl ghost he was the perfect husband until his one mistake followed them home.","When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on."
22794,Cloudy with a Chance of Meatballs,Animation Comedy Family,6.5,2009-09-17,"inventor flint lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of chewandswallow to feed themselves. but when the falling food reaches gargantuan proportions, flint must scramble to avert disaster. can he regain control of the machine and put an end to the wild weather before the town is destroyed? animation comedy family weather food science prepare to get served.","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?"
8355,Ice Age: Dawn of the Dinosaurs,Animation Comedy Family Adventure,6.5,2009-06-29,"times are changing for manny the moody mammoth, sid the motor mouthed sloth and diego the crafty saber-toothed tiger. life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs. animation comedy family adventure ice age bridge insanity jungle dinosaur birth duringcreditsstinger 3d you won't believe your ice!","Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs."
116745,The Secret Life of Walter Mitty,Adventure Comedy Drama Fantasy,7.0,2013-12-18,"a timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing. adventure comedy drama fantasy himalaya photographer magazine iceland daydream photograph shark fired from the job skateboard dreamer online dating daydreaming stop dreaming, start living",A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.
4327,Charlie's Angels,Action Adventure Comedy Crime Thriller,5.6,2000-11-02,"aspects of this take on the 1970s hit tv series are similar to the original show :angels dylan, natalie and alex still work for charlie and interface with bosley. they still flip their hair, stop traffic with a smile and kick butt. the differences are the unsubtle humor, the martial arts training and the high-tech premise: this time, they're hot on the trail of stolen software. action adventure comedy crime thriller martial arts female friendship millionaire agent get some action","Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software."
1422,The Departed,Drama Thriller Crime,7.9,2006-10-05,"to take down south boston's irish mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. while an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. but both sides soon discover there's a mole among them. drama thriller crime undercover boston police friends mafia undercover cop mobster mole state police police training realtor lies. betrayal. sacrifice. how far will you take it?","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
10674,Mulan,Animation Family Adventure,7.6,1998-06-18,"a tomboyish girl disguises herself as a young man so she can fight with the imperial chinese army against the invading huns. with help from wise-cracking dragon mushu, mulan just might save her country -- and win the heart of handsome captain li shang. animation family adventure homeland musical training daughter cricket princess dragon luck this time, the princess saves the prince.","A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang."
7446,Tropic Thunder,Action Comedy,6.5,2008-08-09,"vietnam veteran 'four leaf' tayback's memoir, tropic thunder, is being made into a film, but director damien cockburn can’t control the cast of prima donnas. behind schedule and over budget, cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. on tayback's advice, cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the golden triangle, the home of heroin-producing gangs. action comedy film making satire jungle movie star southeast asia land mine shackles war filmmaking duringcreditsstinger blackface method acting the movie they think they're making... isn't a movie anymore.","Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs."
65754,The Girl with the Dragon Tattoo,Thriller Crime Mystery Drama,7.2,2011-12-14,"this english-language adaptation of the swedish novel by stieg larsson follows a disgraced journalist, mikael blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. he is aided by the pierced, tattooed, punk computer hacker named lisbeth salander. as they work together in the investigation, blomkvist and salander uncover immense corruption beyond anything they have ever imagined. thriller crime mystery drama rape journalist based on novel journalism hacker nazis punk investigation remake antisocial personality disorder serial killer disappearance hacking computer hacker bible quote scandinavian abuse evil shall with evil be expelled.","This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined."
1572,Die Hard: With a Vengeance,Action Thriller,6.9,1995-05-19,"new york detective john mcclane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian zeus carver to prevent the loss of innocent lives. mcclane thought he'd seen it all, until a genius named simon engages mcclane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration. action thriller bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout new york city explosion violence car chase fbi agent simon says flashback dump truck aqueduct action hero federal reserve bank think fast. look alive. die hard.","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."
10528,Sherlock Holmes,Action Adventure Crime Mystery,7.0,2009-12-23,"eccentric consulting detective, sherlock holmes and doctor john watson battle to bring down a new nemesis and unravel a deadly plot that could destroy england. action adventure crime mystery detective scotland yard coffin black magic arrest partner sherlock holmes murder steampunk pentagram clue nothing escapes him.","Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England."
271969,Ben-Hur,Drama,5.3,2016-08-17,a falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him. drama betrayal vengeance first to finish. last to die.,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.
10865,Atlantis: The Lost Empire,Animation Family Adventure Science Fiction,6.7,2001-06-02,"the world's most highly qualified crew of archaeologists and explorers is led by historian milo thatch as they board the incredible 1,000-foot submarine ulysses and head deep into the mysteries of the sea. animation family adventure science fiction sea atlantis animation underwater sea monster atlantis is waiting...","The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea."
258509,Alvin and the Chipmunks: The Road Chip,Adventure Animation Comedy Family,5.8,2015-12-17,"through a series of misunderstandings, alvin, simon and theodore come to believe that dave is going to propose to his new girlfriend in new york city - and dump them. they have three days to get to him and stop the proposal. adventure animation comedy family chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger fast & furry-ous","Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal."
2253,Valkyrie,Drama Thriller History War,6.7,2008-12-25,"wounded in africa during world war ii, nazi col. claus von stauffenberg returns to his native germany and joins the resistance in a daring plan to create a shadow government and assassinate adolf hitler. when events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the führer. drama thriller history war berlin suicide bomb assassination resistance wife husband relationship world war ii adolf hitler plan friendship deception treason colonel military officer plot german officer piano wire medal violence many saw evil. they dared to stop it.","Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer."
10661,You Don't Mess with the Zohan,Comedy Action,5.5,2008-06-05,an israeli counterterrorism soldier with a secretly fabulous ambition to become a manhattan hairstylist. zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an arab cab driver -- to make his dreams come true. comedy action new york israel middle east hairdresser ladykiller mossad israeli palestinian heart-throb middle east conflict hairstyle hacky sack lather. rinse. save the world.,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.
257344,Pixels,Action Comedy Science Fiction,5.6,2015-07-16,video game experts are recruited by the military to fight 1980s-era video game characters who've attacked new york. action comedy science fiction video game nerd alien attack 3d pixels game on.,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.
644,A.I. Artificial Intelligence,Drama Science Fiction Adventure,6.8,2001-06-29,"a robotic boy, the first programmed to love, david is adopted as a test case by a cybertronics employee and his wife. though he gradually becomes their child, a series of unexpected circumstances make this life impossible for david. without final acceptance by humans or machines, david embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin. drama science fiction adventure artificial intelligence prophecy prostitute android loss of mother extraterrestrial technology ice age adoption fairy tale pinocchio prosecution gigolo hologram dystopia alien destiny capture doppelganger david is 11 years old. he weighs 60 pounds. he is 4 feet, 6 inches tall. he has brown hair. his love is real. but he is not.","A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin."
10756,The Haunted Mansion,Thriller Fantasy Comedy Family Mystery,5.2,2003-11-25,"workaholic jim evers and his wife/business partner, sara get a call one night from mansion owner, edward gracey wants to sell his house. once the evers family arrive at the mansion a butler takes them to dine with gracey. gracey takes one look at sara and he thinks she's his lost lover. thriller fantasy comedy family mystery secret passage magic estate agent haunted house family vacation ghost aftercreditsstinger check your pulse at the door... if you have one.","Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover."
686,Contact,Drama Science Fiction Mystery,7.2,1997-07-11,"contact is a science fiction film about an encounter with alien intelligence. based on the novel by carl sagan the film starred jodie foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality. drama science fiction mystery based on novel nasa new mexico extraterrestrial technology prime number star radio wave wormhole fanatic spirituality religion scientist sabotage ham radio alien contact mechanical engineering observatory eccentric man radio telescope if it's just us, it seems like an awful waste of space.","Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality."
9383,Hollow Man,Action Science Fiction Thriller,5.6,2000-08-04,"cocky researcher, sebastian caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. the only problem is – no-one can determine how to make him visible again. caine's predicament eventually drives him mad, with terrifying results. action science fiction thriller killing human experimentation scientist invisible man science experiment what would you do if you knew you couldn't be seen?","Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is – no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results."
179,The Interpreter,Crime Thriller,6.2,2005-04-08,"after silvia broome, an interpreter at united nations headquarters, overhears plans of an assassination, an american secret service agent is sent to investigate. crime thriller new york dictator africa destruction of a civilization assassination resistance revenge murder united nations witness to murder fbi agent resistance fighter the truth needs no translation.","After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate."
76285,Percy Jackson: Sea of Monsters,Adventure Family Fantasy,5.9,2013-08-07,"in their quest to confront the ultimate evil, percy and his friends battle swarms of mythical creatures to find the mythical golden fleece and to stop an ancient evil from rising. adventure family fantasy poison hermes poseidon demigod golden fleece olympus 3d kronos overthrow olympus based on young adult novel where there are gods, there are monsters.","In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising."
1996,Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller,5.5,2003-07-21,"lara croft ventures to an underwater temple in search of the mythological pandora's box but, after securing it, it is promptly stolen by the villainous leader of a chinese crime syndicate. lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities. action adventure fantasy thriller riddle treasure medallion kenia alexander the great pandora's box chinese mafia treasure hunt hong kong archaeologist based on video game archeology  adventuress lara croft goes on a quest to save the mythical pandora's box","Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities."
291805,Now You See Me 2,Action Adventure Comedy Crime Mystery Thriller,6.7,2016-06-02,"one year after outwitting the fbi and winning the public’s adulation with their mind-bending spectacles, the four horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet. action adventure comedy crime mystery thriller london england china magic secret society vigilante sequel revenge heist on the run macau china magician you haven't seen anything yet","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."
